trial,choice_arm_index,choice_planet_label,is_optimal,exploration,intent,intent_reason,explanation,context_mercury,context_krypton,context_nobelium,reward_received,w_intercept_arm_0,w_mercury_arm_0,w_krypton_arm_0,w_nobelium_arm_0,w_intercept_arm_1,w_mercury_arm_1,w_krypton_arm_1,w_nobelium_arm_1,w_intercept_arm_2,w_mercury_arm_2,w_krypton_arm_2,w_nobelium_arm_2,w_intercept_arm_3,w_mercury_arm_3,w_krypton_arm_3,w_nobelium_arm_3,feature_uncertainty_mercury_arm_0,feature_uncertainty_krypton_arm_0,feature_uncertainty_nobelium_arm_0,feature_uncertainty_mercury_arm_1,feature_uncertainty_krypton_arm_1,feature_uncertainty_nobelium_arm_1,feature_uncertainty_mercury_arm_2,feature_uncertainty_krypton_arm_2,feature_uncertainty_nobelium_arm_2,feature_uncertainty_mercury_arm_3,feature_uncertainty_krypton_arm_3,feature_uncertainty_nobelium_arm_3,mapping_arm_0,mapping_arm_1,mapping_arm_2,mapping_arm_3,agent_mu_arm_0,agent_sigma_arm_0,agent_mu_arm_1,agent_sigma_arm_1,agent_mu_arm_2,agent_sigma_arm_2,agent_mu_arm_3,agent_sigma_arm_3,simulation_id,agent_name,reg,k
49,0,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (+15.1), Krypton on (+0.8), Nobelium off (-15.7).",-1,1,-1,57,48.27833572453373,-15.193687230989944,0.8407460545193679,15.251076040172165,21.7213793103449,21.721379310344844,13.942068965517244,-21.721379310344844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263831606542602,0.052638316065426044,0.05292504780995829,0.6744827586206897,0.06758620689655172,0.6744827586206897,1.0,1.0,1.0,1.0,1.0,1.0,C,B,D,A,48.09017713365539,0.3498331785552014,35.663448275862144,1.6509140623846263,0.0,2.0,0.0,2.0,14,"UCB(reg=1, k=0.5)",1,0.5
50,1,B,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (+21.7), Krypton off (-13.9), Nobelium off (+21.7).",1,-1,-1,48,48.27833572453373,-15.193687230989944,0.8407460545193679,15.251076040172165,21.635307781649203,21.63530778164926,14.19279907084786,-21.63530778164926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05258055760207839,0.05258055760207841,0.050409089146535344,0.6744827586206897,0.06758620689655172,0.6744827586206897,1.0,1.0,1.0,1.0,1.0,1.0,C,B,D,A,16.99282639885226,0.5193528695948301,51.222068965517344,0.4331122336029678,0.0,2.0,0.0,2.0,14,"UCB(reg=1, k=0.5)",1,0.5
1,0,D,0,1,explore,learn how each signal affects this planet,"Exploring Planet 1 to learn how each signal affects this planet: Mercury off, Krypton on, Nobelium off.",-1,1,-1,55,11.0,-11.0,11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
2,1,C,0,1,explore,learn how each signal affects this planet,"Exploring Planet 2 to learn how each signal affects this planet: Mercury on, Krypton off, Nobelium on.",1,-1,1,54,11.0,-11.0,11.0,-11.0,10.800000000000004,10.800000000000004,-10.800000000000004,10.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-22.0,1.7888543819998317,0.0,2.0,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
3,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (-10.8), Krypton off (+10.8), Nobelium on (+10.8).",-1,-1,1,72,11.0,-11.0,11.0,-11.0,17.999999999999993,-6.000000000000006,-17.999999999999993,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,0.0,2.0,21.60000000000001,1.7888543819998317,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
4,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+6.0), Krypton off (+18.0), Nobelium on (+18.0).",-1,-1,1,81,11.0,-11.0,11.0,-11.0,19.702702702702723,-9.972972972972983,-19.702702702702723,19.702702702702737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.3333333333333335,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,0.0,2.0,59.99999999999999,0.8728715609439697,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
5,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+10.0), Krypton on (-19.7), Nobelium on (+19.7).",-1,1,1,86,11.0,-11.0,11.0,-11.0,29.413793103448313,-13.468965517241395,-0.6689655172414,29.41379310344834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.2702702702702704,0.7027027027027027,0.7027027027027027,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,22.0,1.7888543819998317,29.67567567567572,1.7084843923544983,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
6,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+13.5), Krypton on (-0.7), Nobelium on (+29.4).",-1,1,1,82,11.0,-11.0,11.0,-11.0,30.438735177865624,-13.837944664031628,1.3399209486165686,30.438735177865624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.25517241379310357,0.2551724137931035,0.5862068965517242,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,22.0,1.7888543819998317,71.62758620689665,0.8630339426736916,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
7,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+13.8), Krypton off (-1.3), Nobelium on (+30.4).",-1,-1,1,81,11.0,-11.0,11.0,-11.0,30.588235294117652,-14.7563025210084,0.33613445378149187,30.58823529411768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.25296442687747045,0.18972332015810284,0.5691699604743083,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,0.0,2.0,73.3754940711463,0.6411452204266127,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
8,0,D,0,1,explore,learn how each signal affects this planet,"Exploring Planet 1 to learn how each signal affects this planet: Mercury on, Krypton off, Nobelium off.",1,-1,-1,59,22.800000000000004,0.8000000000000003,-0.8000000000000003,-22.800000000000004,30.588235294117652,-14.7563025210084,0.33613445378149187,30.58823529411768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.23249299719887964,0.16526610644257705,0.5686274509803922,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,0.0,2.0,-15.092436974789921,1.5192508842517485,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
9,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+14.8), Krypton on (+0.3), Nobelium on (+30.6).",-1,1,1,77,22.800000000000004,0.8000000000000003,-0.8000000000000003,-22.800000000000004,30.63850687622795,-14.772102161100193,0.43811394891941724,30.63850687622798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.23249299719887964,0.16526610644257705,0.5686274509803922,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-1.6000000000000014,1.5491933384829668,76.26890756302522,0.6525107724193138,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
10,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+14.8), Krypton on (+0.4), Nobelium on (+30.6).",-1,1,1,74,22.800000000000004,0.8000000000000003,-0.8000000000000003,-22.800000000000004,30.506807866868485,-14.730711043872908,0.17095310136153152,30.506807866868485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.231827111984283,0.13752455795677804,0.5618860510805502,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-1.6000000000000014,1.5491933384829668,76.48722986247554,0.5464656937269095,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
11,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+0.8), Krypton on (-0.8), Nobelium off (+22.8).",1,1,-1,56,23.411764705882376,3.858823529411774,2.2588235294117727,-23.411764705882376,30.506807866868485,-14.730711043872908,0.17095310136153152,30.506807866868485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.23146747352496228,0.12254160363086239,0.5582450832072618,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,45.60000000000001,1.5491933384829668,-14.559757942511377,1.5674448984999716,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
12,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-14.7), Krypton off (-0.2), Nobelium on (+30.5).",1,-1,1,47,23.411764705882376,3.858823529411774,2.2588235294117727,-23.411764705882376,30.598781549173168,-14.55526544821588,0.15317667536984558,30.598781549173168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058823529411766,0.3058823529411766,0.5882352941176472,0.23146747352496228,0.12254160363086239,0.5582450832072618,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,1.6000000000000014,1.5491933384829668,46.11195158850253,0.8592295039122807,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
13,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+14.6), Krypton off (-0.2), Nobelium on (+30.6).",-1,-1,1,73,23.411764705882376,3.858823529411774,2.2588235294117727,-23.411764705882376,30.575962187711013,-14.293720459149249,0.4287643484132051,30.575962187711013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058823529411766,0.3058823529411766,0.5882352941176472,0.16362053959965195,0.12184508268059187,0.5395996518711924,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-6.117647058823543,1.680336100833612,75.59965187119236,0.5375378222570318,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
14,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+14.3), Krypton on (+0.4), Nobelium on (+30.6).",-1,1,1,88,23.411764705882376,3.858823529411774,2.2588235294117727,-23.411764705882376,31.115321252059346,-14.406919275123592,1.5008237232289687,31.115321252059346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058823529411766,0.3058823529411766,0.5882352941176472,0.1505739365293721,0.10735989196488861,0.5395003376097233,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-1.6000000000000014,1.5491933384829668,75.87440918298448,0.4791394491677954,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
15,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-3.9), Krypton on (+2.3), Nobelium off (+23.4).",-1,1,-1,60,24.899328859060404,1.1812080536912895,2.953020134228195,-24.899328859060404,31.115321252059346,-14.406919275123592,1.5008237232289687,31.115321252059346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058823529411766,0.3058823529411766,0.5882352941176472,0.1504667764964306,0.09774848984074687,0.5370675453047777,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,45.22352941176475,0.8677218312746248,15.90774299835256,1.4686921264609516,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
16,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+14.4), Krypton on (+1.5), Nobelium on (+31.1).",-1,1,1,71,24.899328859060404,1.1812080536912895,2.953020134228195,-24.899328859060404,30.847755668671937,-14.350763535400297,0.9689958352614134,30.847755668671937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24832214765100682,0.30201342281879207,0.5704697986577182,0.1504667764964306,0.09774848984074687,0.5370675453047777,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,1.771812080536904,1.5194488580451682,78.13838550247125,0.4321002182043111,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
17,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-14.4), Krypton off (-1.0), Nobelium on (+30.8).",1,-1,1,49,24.899328859060404,1.1812080536912895,2.953020134228195,-24.899328859060404,31.039649008774745,-13.981475463113448,0.9408514787129931,31.039649008774745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24832214765100682,0.30201342281879207,0.5704697986577182,0.1503933364183249,0.09116149930587694,0.5354002776492366,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-1.771812080536904,1.5194488580451682,46.37575196668216,0.6510590098723431,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
18,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-14.0), Krypton off (-0.9), Nobelium on (+31.0).",1,-1,1,56,24.899328859060404,1.1812080536912895,2.953020134228195,-24.899328859060404,31.53794139744548,-13.02253944402706,0.8677685950412837,31.53794139744548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24832214765100682,0.30201342281879207,0.5704697986577182,0.12219694507637312,0.0909977250568736,0.5277868053298669,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-1.771812080536904,1.5194488580451682,47.15697107572305,0.5456120945195935,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
19,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-13.0), Krypton off (-0.9), Nobelium on (+31.5).",1,-1,1,47,24.899328859060404,1.1812080536912895,2.953020134228195,-24.899328859060404,31.43776736606236,-13.215318802200049,0.8824607863108191,31.43776736606236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24832214765100682,0.30201342281879207,0.5704697986577182,0.10693713999499127,0.09090909090909094,0.5236664162283998,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-1.771812080536904,1.5194488580451682,49.185574755822614,0.47895871694953884,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
20,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+1.2), Krypton off (-3.0), Nobelium off (+24.9).",1,-1,-1,42,24.27586206896551,0.9272030651341101,4.038314176245225,-24.275862068965537,31.43776736606236,-13.215318802200049,0.8824607863108191,31.43776736606236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24832214765100682,0.30201342281879207,0.5704697986577182,0.09737217355876963,0.09085353432470974,0.5210837237726625,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,48.026845637583904,0.8669935711116856,-14.097779588510868,1.4448509316561622,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
21,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+13.2), Krypton on (+0.9), Nobelium on (+31.4).",-1,1,1,81,24.27586206896551,0.9272030651341101,4.038314176245225,-24.275862068965537,31.571730329167394,-13.235873965851088,1.141172328815312,31.571730329167394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24521072796934876,0.24521072796934876,0.5517241379310346,0.09737217355876963,0.09085353432470974,0.5210837237726625,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,3.1111111111110894,1.49071198499986,76.97331432063558,0.39656294774183687,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
22,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-0.9), Krypton on (+4.0), Nobelium off (+24.3).",-1,1,-1,54,24.445040214477217,0.6327077747989431,4.107238605898139,-24.445040214477217,31.571730329167394,-13.235873965851088,1.141172328815312,31.571730329167394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24521072796934876,0.24521072796934876,0.5517241379310346,0.0973420172504841,0.08607639500088016,0.519802851610632,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,51.66283524904216,0.6550715792540235,14.3770462946664,1.4429233562476314,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
23,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+0.6), Krypton off (-4.1), Nobelium off (+24.4).",1,-1,-1,41,24.121951219512226,0.5084427767354756,4.662288930581629,-24.121951219512226,31.571730329167394,-13.235873965851088,1.141172328815312,31.571730329167394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222520107238606,0.24396782841823067,0.544235924932976,0.0973420172504841,0.08607639500088016,0.519802851610632,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,45.41554959785524,0.654946122663913,-14.3770462946664,1.4429233562476314,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
24,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+13.2), Krypton on (+1.1), Nobelium on (+31.6).",-1,1,1,84,24.121951219512226,0.5084427767354756,4.662288930581629,-24.121951219512226,31.7615062761505,-13.264993026499312,1.5076708507670453,31.7615062761505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22138836772983123,0.22138836772983125,0.5365853658536587,0.0973420172504841,0.08607639500088016,0.519802851610632,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,4.153846153846153,1.4675987714106857,77.52050695300119,0.36863473572880723,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
25,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-13.3), Krypton off (-1.5), Nobelium on (+31.8).",1,-1,1,57,24.121951219512226,0.5084427767354756,4.662288930581629,-24.121951219512226,32.08149405772485,-12.651952461799667,1.4634974533106586,32.08149405772485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22138836772983123,0.22138836772983125,0.5365853658536587,0.09731907639857433,0.08244227491089419,0.5188284518828452,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-4.153846153846153,1.4675987714106857,48.750348675034644,0.431948938330279,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
26,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+0.5), Krypton on (+4.7), Nobelium off (+24.1).",1,1,-1,54,24.130434782608745,0.6187290969899735,4.772575250836127,-24.130434782608745,32.08149405772485,-12.651952461799667,1.4634974533106586,32.08149405772485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22138836772983123,0.22138836772983125,0.5365853658536587,0.09076661878020115,0.08240825388533371,0.5170432284184406,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,53.414634146341555,0.8263938705413377,-11.188455008489008,1.5086706865428223,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
27,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-0.6), Krypton on (+4.8), Nobelium off (+24.1).",-1,1,-1,46,23.77253218884121,1.2849785407725438,4.678969957081554,-23.77253218884121,32.08149405772485,-12.651952461799667,1.4634974533106586,32.08149405772485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16164994425863993,0.16164994425863996,0.5362318840579712,0.09076661878020115,0.08240825388533371,0.5170432284184406,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,52.41471571906364,0.5466019484762545,14.115449915110325,1.4388406808599343,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
28,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+1.3), Krypton on (+4.7), Nobelium off (+23.8).",1,1,-1,47,23.712889431887646,0.3982895540623179,3.8081857055589534,-23.712889431887646,32.08149405772485,-12.651952461799667,1.4634974533106586,32.08149405772485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476394849785408,0.16137339055793998,0.5321888412017168,0.09076661878020115,0.08240825388533371,0.5170432284184406,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,53.50901287553652,0.6365141118563475,-11.188455008489008,1.5086706865428223,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
29,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+12.7), Krypton off (-1.5), Nobelium on (+32.1).",-1,-1,1,78,23.712889431887646,0.3982895540623179,3.8081857055589534,-23.712889431887646,32.089695675386906,-12.884143085958375,1.2290443139348106,32.08969567538702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12156383628588882,0.13622480146609656,0.5320708613317044,0.09076661878020115,0.08240825388533371,0.5170432284184406,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-4.206475259621271,1.54271298289314,75.35144312393871,0.4722963721348862,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
30,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+12.9), Krypton off (-1.2), Nobelium on (+32.1).",-1,-1,1,86,23.712889431887646,0.3982895540623179,3.8081857055589534,-23.712889431887646,32.11631897408097,-13.637857852433864,0.4679851891988971,32.11631897408108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12156383628588882,0.13622480146609656,0.5320708613317044,0.08136679124399361,0.07282434596903364,0.5170315002669514,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-4.206475259621271,1.54271298289314,75.83449012279749,0.427061127498623,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
31,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-0.4), Krypton on (+3.8), Nobelium off (+23.7).",-1,1,-1,50,23.67511177347251,0.4709388971684181,3.8002980625931464,-23.67511177347251,32.11631897408097,-13.637857852433864,0.4679851891988971,32.11631897408108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12156383628588882,0.13622480146609656,0.5320708613317044,0.07486679310033416,0.06619705590174298,0.5170233902284838,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,50.83567501527193,0.47925823361724385,14.105843041632653,1.4388401562416802,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
32,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury off (-0.5), Krypton on (+3.8), Nobelium off (+23.7).",-1,1,-1,52,23.725408120552572,0.3742151527836093,3.81079949769779,-23.725408120552572,32.11631897408097,-13.637857852433864,0.4679851891988971,32.11631897408108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11227024341778441,0.13611525086934928,0.5295578738201691,0.07486679310033416,0.06619705590174298,0.5170233902284838,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,50.67958271236975,0.43218733403921566,14.105843041632653,1.4388401562416802,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
33,1,C,1,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury off (+13.6), Krypton on (+0.5), Nobelium on (+32.1).",-1,1,1,85,23.725408120552572,0.3742151527836093,3.81079949769779,-23.725408120552572,32.29095748971508,-13.657739775752205,0.8102766798418504,32.29095748971508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10590205106739223,0.13604018417748018,0.527835914608623,0.07486679310033416,0.06619705590174298,0.5170233902284838,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,3.4365843449141806,1.4547737558189269,78.33848098979482,0.34578913448888143,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
34,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+0.4), Krypton off (-3.8), Nobelium off (+23.7).",1,-1,-1,51,24.11963882618511,0.44405030635280873,3.0651402773299132,-24.11963882618511,32.29095748971508,-13.657739775752205,0.8102766798418504,32.29095748971508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10590205106739223,0.13604018417748018,0.527835914608623,0.07485682019843512,0.0632411067193676,0.5162539324030008,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,44.014231896190964,0.5459236664994501,-14.468016455594054,1.4376897029117635,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
35,1,C,0,0,exploit,estimated effects favor this planet,"Exploit Planet 2 because estimated effects favor this planet: Mercury on (-13.7), Krypton off (-0.8), Nobelium on (+32.3).",1,-1,1,50,24.11963882618511,0.44405030635280873,3.0651402773299132,-24.11963882618511,32.28713837574071,-13.665179505054017,0.8106657371906074,32.28713837574071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10577233150596584,0.12125120928732673,0.5237020316027089,0.07485682019843512,0.0632411067193676,0.5162539324030008,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,-2.6210899709771063,1.4486814162734938,50.11389852383611,0.3964023091193632,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
36,0,D,0,0,exploit,estimated effects favor this planet,"Exploit Planet 1 because estimated effects favor this planet: Mercury on (+0.4), Krypton off (-3.1), Nobelium off (+24.1).",1,-1,-1,55,24.550222921584066,0.5203252032520513,2.2507212168896125,-24.550222921584066,32.28713837574071,-13.665179505054017,0.8106657371906074,32.28713837574071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10577233150596584,0.12125120928732673,0.5237020316027089,0.06991983269431859,0.06322760543743465,0.5149529452771001,1.0,1.0,1.0,1.0,1.0,1.0,D,C,A,B,45.61818768139311,0.47916944159331853,-14.475845242244624,1.4357871840640666,0.0,2.0,0.0,2.0,15,"UCB(reg=1, k=0.5)",1,0.5
